id_cliente;edad_cliente;inclinacion_tejado;antiguedad_propiedad;consumo_anual_mmpp;horas_trabajo;modalidad_trabajo;orientacion;ratio_ingresos_deudas;contrata
7754;24;PocoInclinado;0;25;20;R;E;0,29;0
7755;30;PocoInclinado;8;65;20;R;O;0,22;1
7756;29;MuyInclinado;0;21;40;P;E;0,71;0
7757;33;PocoInclinado;7;63;40;P;N;0,43;1
7758;28;MuyInclinado;4;25;20;P;O;1,74;0
7759;18;MuyInclinado;0;25;30;R;E;0,14;1
7760;34;MuyInclinado;9;62;20;R;E;0,21;1
7761;22;PocoInclinado;0;74;40;R;O;0,18;0
7762;35;MuyInclinado;15;66;30;R;O;0,08;1
7763;18;MuyInclinado;0;15;40;R;E;0,57;0
7764;20;MuyInclinado;1;37;40;R;E;0,26;1
7765;38;Suelo;4;66;30;P;N;0,27;0
7766;69;PocoInclinado;7;75;10;P;O;0,31;0
7767;38;Plano;11;33;40;P;O;0,42;1
7768;41;MuyInclinado;13;50;40;P;S;0,43;0
7769;24;PocoInclinado;0;49;20;P;S;0,41;0
7770;40;Plano;16;33;20;P;N;0,94;0
7771;26;Plano;4;23;10;R;E;0,37;1
7772;19;MuyInclinado;0;20;40;P;O;0,77;1
7773;52;PocoInclinado;21;121;30;R;E;0,04;1
7774;24;PocoInclinado;0;38;10;R;E;0,06;1
7775;18;MuyInclinado;0;35;10;P;O;0,48;1
7776;34;PocoInclinado;8;30;20;R;O;0,25;1
7777;25;PocoInclinado;1;20;20;R;E;0,41;0
7778;25;Plano;4;30;30;P;O;0,62;1
7779;26;PocoInclinado;4;50;30;R;E;0,02;1
7780;42;Plano;8;43;40;R;E;0,04;1
7781;42;Plano;1;32;30;R;E;0,3;0
7782;32;PocoInclinado;1;45;40;P;O;0,45;0
7783;25;MuyInclinado;2;21;30;P;E;0,83;0
7784;56;MuyInclinado;27;125;20;R;N;0,15;1
7785;68;PocoInclinado;38;154;20;R;S;0,1;1
7786;42;PocoInclinado;14;55;30;R;O;0,26;1
7787;55;Suelo;11;88;10;P;S;0,28;1
7788;19;MuyInclinado;0;14;40;R;E;0,67;0
7789;33;PocoInclinado;4;119;20;P;S;0,28;0
7790;19;MuyInclinado;0;23;10;R;O;0,47;1
7791;19;Plano;3;21;30;R;E;0,41;1
7792;23;PocoInclinado;0;53;40;R;E;0,09;0
7793;19;MuyInclinado;0;17;30;P;E;0,85;0
7794;40;PocoInclinado;17;103;10;P;S;0,26;0
7795;26;PocoInclinado;0;24;30;P;S;1,65;0
7796;32;Plano;9;33;40;R;O;0,33;1
7797;21;PocoInclinado;0;33;30;R;O;0,37;0
7798;47;Plano;22;108;30;R;O;0,17;1
7799;38;Plano;6;24;30;P;E;0,87;0
7800;30;PocoInclinado;5;62;20;R;E;0,07;1
7801;26;MuyInclinado;3;33;40;R;E;0,11;1
7802;39;MuyInclinado;7;56;30;P;S;0,3;0
7803;24;PocoInclinado;0;41;30;R;E;0,29;1
7804;49;PocoInclinado;2;36;20;P;N;0,89;0
7805;49;PocoInclinado;3;28;10;R;E;0,32;1
7806;40;PocoInclinado;7;53;10;P;O;0,36;1
7807;24;MuyInclinado;4;39;20;P;S;0,77;0
7808;49;MuyInclinado;14;94;20;R;S;0,14;1
7809;18;MuyInclinado;0;28;30;R;O;0,45;1
7810;37;PocoInclinado;3;28;30;P;O;0,83;1
7811;39;PocoInclinado;12;82;30;R;O;0,14;1
7812;43;PocoInclinado;0;31;30;R;E;0,1;1
7813;29;Suelo;1;51;20;P;N;0,37;1
7814;18;MuyInclinado;0;22;20;R;E;0,24;0
7815;58;MuyInclinado;9;51;10;R;E;0,13;1
7816;38;Suelo;2;229;20;R;S;0,1;1
7817;65;PocoInclinado;26;186;40;R;N;0,06;1
7818;27;PocoInclinado;3;68;30;P;S;0,62;0
7819;21;PocoInclinado;0;26;40;R;E;0,33;0
7820;20;PocoInclinado;0;23;20;P;O;0,76;0
7821;52;PocoInclinado;28;108;30;R;N;0,08;1
7822;39;MuyInclinado;1;27;20;R;E;0,07;1
7823;29;PocoInclinado;2;45;40;R;E;0,1;1
7824;31;MuyInclinado;0;34;20;R;E;0,17;0
7825;21;MuyInclinado;1;40;20;R;O;0,27;0
7826;42;PocoInclinado;16;71;20;R;E;0,08;1
7827;46;PocoInclinado;7;41;30;R;E;0,09;1
7828;63;PocoInclinado;22;129;20;R;E;0,09;1
7829;35;PocoInclinado;3;54;30;P;O;0,31;1
7830;20;Plano;2;20;30;R;E;0,16;0
7831;40;PocoInclinado;10;38;30;R;E;0,22;1
7832;53;MuyInclinado;30;220;20;P;N;0,19;1
7833;21;MuyInclinado;3;15;10;P;E;0,9;0
7834;33;PocoInclinado;7;185;40;R;S;0,13;1
7835;26;Suelo;0;49;30;R;E;0,13;1
7836;33;Suelo;0;46;20;P;E;0,5;1
7837;21;MuyInclinado;1;33;30;P;O;0,53;0
7838;22;PocoInclinado;0;30;10;R;E;0,15;1
7839;22;Plano;1;22;10;R;E;0,18;1
7840;46;PocoInclinado;22;160;30;P;S;0,25;0
7841;21;PocoInclinado;0;15;10;R;E;0,47;0
7842;31;Plano;0;26;20;R;E;0,16;1
7843;21;PocoInclinado;0;15;20;R;E;0,47;0
7844;22;PocoInclinado;0;32;20;R;E;0,16;1
7845;22;PocoInclinado;0;32;40;R;E;0,15;0
7846;18;MuyInclinado;0;16;40;R;E;0,6;0
7847;23;PocoInclinado;1;42;10;R;E;0,04;1
7848;28;MuyInclinado;3;64;40;R;O;0,24;0
7849;35;Suelo;0;36;20;P;E;0,5;1
7850;34;PocoInclinado;9;58;20;P;S;0,77;0
7851;20;Plano;2;20;20;R;E;0,16;0
7852;31;PocoInclinado;5;25;10;R;E;0,34;1
7853;57;Plano;25;61;10;R;E;0,04;1
7854;46;Plano;4;67;30;R;E;0,08;1
7855;23;PocoInclinado;0;32;20;R;O;0,33;1
7856;68;Plano;51;274;10;R;S;0,1;1
7857;26;MuyInclinado;5;47;40;R;O;0,19;1
7858;40;PocoInclinado;7;53;30;P;O;0,36;1
7859;43;MuyInclinado;6;40;10;R;E;0,23;1
7860;22;MuyInclinado;2;39;30;R;E;0,17;1
7861;22;MuyInclinado;0;16;40;R;E;0,71;0
7862;47;PocoInclinado;3;69;20;R;E;0,13;1
7863;25;PocoInclinado;0;30;20;R;E;0,21;1
7864;28;PocoInclinado;4;48;20;P;S;0,75;0
7865;58;PocoInclinado;26;132;20;R;E;0,04;1
7866;56;Plano;30;144;40;R;S;0,14;1
7867;21;PocoInclinado;0;25;30;R;O;0,33;0
7868;18;Plano;0;20;20;R;E;0,23;1
7869;24;Plano;8;28;30;R;E;0,3;1
7870;40;PocoInclinado;10;38;30;R;E;0,22;1
7871;37;MuyInclinado;10;43;30;R;E;0,12;1
7872;47;Plano;22;108;20;R;O;0,17;1
7873;22;PocoInclinado;0;29;40;R;E;0,16;1
7874;29;Suelo;0;40;30;P;N;0,44;0
7875;46;Plano;20;48;10;R;E;0,08;1
7876;20;MuyInclinado;0;27;10;P;E;0,48;0
7877;49;PocoInclinado;20;140;30;R;S;0,17;1
7878;30;PocoInclinado;0;70;30;R;E;0,17;0
7879;58;PocoInclinado;24;70;30;R;N;0,17;1
7880;39;PocoInclinado;4;75;20;R;N;0,13;1
7881;34;Suelo;0;120;40;R;S;0,12;0
7882;35;PocoInclinado;0;84;20;R;O;0,07;1
7883;52;Plano;5;36;20;R;O;0,37;1
7884;25;PocoInclinado;2;19;40;R;E;0,21;1
7885;19;Plano;1;20;40;R;E;0,53;1
7886;30;Suelo;1;33;40;R;E;0,3;1
7887;28;PocoInclinado;5;30;40;R;E;0,3;1
7888;44;Suelo;2;91;40;R;O;0,1;0
7889;49;PocoInclinado;20;140;20;R;S;0,17;1
7890;25;Plano;9;29;20;P;O;0,51;1
7891;23;PocoInclinado;0;35;20;P;E;0,58;0
7892;26;Suelo;0;19;40;R;E;0,48;1
7893;20;MuyInclinado;0;27;20;P;E;0,48;0
7894;73;MuyInclinado;2;39;20;P;N;0,69;0
7895;44;Plano;17;107;20;P;S;0,25;1
7896;28;PocoInclinado;0;60;30;R;E;0,01;1
7897;30;PocoInclinado;2;61;30;R;E;0,08;0
7898;23;PocoInclinado;0;27;30;P;O;0,69;1
7899;30;Plano;13;42;10;P;E;0,52;1
7900;26;MuyInclinado;2;36;10;R;E;0,36;1
7901;61;Plano;0;25;20;P;S;1,65;0
7902;23;MuyInclinado;3;27;10;P;E;0,84;0
7903;21;Plano;2;25;30;R;E;0,49;0
7904;36;PocoInclinado;11;42;40;R;E;0,09;1
7905;31;PocoInclinado;1;28;30;R;E;0,09;1
7906;26;Plano;2;23;20;R;E;0,13;1
7907;77;Suelo;2;28;30;P;O;0,48;1
7908;32;PocoInclinado;5;52;30;R;O;0,17;1
7909;40;PocoInclinado;3;35;20;P;O;0,39;0
7910;23;PocoInclinado;0;28;20;P;O;0,88;0
7911;37;MuyInclinado;10;43;30;R;E;0,12;1
7912;26;Suelo;0;19;30;R;E;0,48;1
7913;21;MuyInclinado;1;23;40;R;E;0,4;0
7914;43;PocoInclinado;13;82;20;R;O;0,22;1
7915;35;PocoInclinado;5;47;10;P;S;0,5;0
7916;29;Suelo;1;51;30;R;E;0,04;1
7917;34;PocoInclinado;11;132;10;R;O;0,08;1
7918;47;Plano;16;51;40;P;S;0,42;1
7919;24;PocoInclinado;0;35;30;R;E;0,05;0
7920;26;PocoInclinado;1;35;30;R;O;0,27;1
7921;35;Suelo;2;41;20;P;E;0,36;0
7922;28;Suelo;0;57;30;P;S;0,34;0
7923;40;Plano;22;141;20;P;S;0,19;1
7924;43;Plano;17;104;30;P;S;0,28;1
7925;51;PocoInclinado;2;34;20;R;O;0,28;1
7926;68;PocoInclinado;38;154;30;R;S;0,1;1
7927;35;MuyInclinado;9;80;40;P;S;0,29;0
7928;27;Suelo;0;36;30;R;E;0,16;1
7929;41;MuyInclinado;22;226;30;P;S;0,25;0
7930;28;PocoInclinado;7;30;40;R;E;0,37;1
7931;21;PocoInclinado;0;26;30;R;E;0,33;0
7932;18;MuyInclinado;0;18;30;P;E;0,83;0
7933;30;MuyInclinado;0;26;20;R;E;0,17;0
7934;22;MuyInclinado;0;16;40;R;E;0,71;0
7935;25;PocoInclinado;0;68;10;R;O;0,11;0
7936;42;Plano;15;60;30;R;N;0,16;1
7937;18;MuyInclinado;0;34;40;P;O;0,64;0
7938;34;Plano;10;41;20;P;O;0,5;1
7939;38;Suelo;9;66;20;R;E;0,03;1
7940;26;PocoInclinado;0;36;20;P;S;0,68;0
7941;39;PocoInclinado;9;78;10;R;E;0,09;1
7942;40;MuyInclinado;2;32;30;R;E;0,14;1
7943;51;PocoInclinado;14;161;20;R;E;0,02;1
7944;50;PocoInclinado;27;181;20;R;O;0,04;1
7945;27;Plano;6;20;20;P;E;0,86;1
7946;35;PocoInclinado;0;84;10;R;O;0,07;1
7947;24;MuyInclinado;4;39;30;P;S;0,77;0
7948;30;PocoInclinado;5;27;10;R;E;0,29;1
7949;49;PocoInclinado;24;90;40;P;S;0,29;1
7950;26;MuyInclinado;1;24;20;P;O;0,69;1
7951;30;PocoInclinado;5;62;20;R;E;0,07;1
7952;24;PocoInclinado;0;28;40;R;E;0,18;1
7953;23;MuyInclinado;3;66;20;R;E;0,07;1
7954;62;Suelo;31;699;10;R;S;0,07;1
7955;32;Plano;9;33;20;R;O;0,33;1
7956;24;PocoInclinado;0;18;10;R;E;0,19;1
7957;18;MuyInclinado;0;19;30;P;E;0,88;0
7958;20;PocoInclinado;0;19;10;R;E;0,28;1
7959;36;MuyInclinado;3;28;30;R;E;0,22;1
7960;32;PocoInclinado;5;52;30;R;O;0,17;1
7961;20;PocoInclinado;0;13;40;R;E;0;1
7962;20;MuyInclinado;0;26;10;R;E;0,43;1
7963;28;MuyInclinado;8;40;20;R;O;0,34;0
7964;35;MuyInclinado;9;80;30;P;S;0,29;0
7965;21;PocoInclinado;0;17;20;P;O;1,21;0
7966;46;PocoInclinado;14;57;40;R;E;0,13;1
7967;40;MuyInclinado;5;43;40;P;S;0,79;0
7968;18;MuyInclinado;0;24;20;R;E;0,05;0
7969;19;MuyInclinado;0;20;30;R;E;0,49;1
7970;25;Plano;9;25;20;P;E;1,17;0
7971;39;PocoInclinado;17;165;10;R;N;0,05;1
7972;39;PocoInclinado;4;47;20;R;O;0,3;0
7973;33;PocoInclinado;5;27;10;P;O;0,97;1
7974;20;MuyInclinado;0;27;30;P;E;0,48;0
7975;33;PocoInclinado;11;79;10;P;S;0,24;1
7976;27;MuyInclinado;9;31;30;R;E;0,27;1
7977;22;Plano;1;24;30;P;O;1,03;0
7978;57;MuyInclinado;36;172;10;R;S;0,15;1
7979;62;MuyInclinado;4;38;40;P;E;0,41;1
7980;46;PocoInclinado;7;41;20;R;E;0,09;1
7981;61;Plano;26;78;10;R;E;0,11;1
7982;45;MuyInclinado;18;59;40;R;N;0,24;1
7983;34;MuyInclinado;12;58;20;P;N;0,54;1
7984;34;MuyInclinado;4;49;10;R;E;0,09;1
7985;29;MuyInclinado;6;35;40;R;E;0,13;0
7986;45;PocoInclinado;16;53;30;R;E;0,16;1
7987;19;MuyInclinado;0;20;10;P;O;0,76;1
7988;35;PocoInclinado;0;144;20;R;O;0,05;0
7989;19;MuyInclinado;1;21;20;R;O;0,45;0
7990;38;PocoInclinado;8;35;20;P;S;1,02;1
7991;27;PocoInclinado;2;34;30;P;N;0,45;1
7992;34;PocoInclinado;11;68;30;P;S;0,29;1
7993;19;MuyInclinado;0;21;40;R;E;0,32;1
7994;43;Plano;17;104;40;P;S;0,28;1
7995;34;MuyInclinado;9;62;30;R;E;0,21;1
7996;48;MuyInclinado;7;80;30;R;E;0,08;1
7997;30;PocoInclinado;4;62;10;P;O;0,39;0
7998;21;PocoInclinado;0;20;10;R;E;0,24;1
7999;68;MuyInclinado;11;84;20;R;O;0,13;1
8000;20;PocoInclinado;0;32;20;R;O;0,35;1
8001;45;PocoInclinado;19;286;10;R;S;0,07;1
8002;18;MuyInclinado;0;22;40;P;E;0,58;0
8003;33;Plano;3;34;30;R;E;0,11;0
8004;29;MuyInclinado;1;36;30;R;O;0,35;0
8005;53;MuyInclinado;24;129;20;R;O;0,05;1
8006;38;PocoInclinado;4;61;20;R;E;0,07;1
8007;18;MuyInclinado;0;22;10;P;E;0,57;0
8008;35;PocoInclinado;5;47;40;P;S;0,5;0
8009;20;Plano;0;18;40;R;E;0,62;1
8010;19;MuyInclinado;0;20;20;R;E;0,19;0
8011;26;PocoInclinado;1;31;30;P;O;0,52;0
8012;23;PocoInclinado;0;118;20;R;E;0,12;1
8013;31;PocoInclinado;4;43;10;R;E;0,23;1
8014;33;PocoInclinado;5;38;30;P;O;0,66;1
8015;23;Plano;5;48;20;P;O;0,56;0
8016;29;PocoInclinado;8;39;40;P;S;0,41;0
8017;31;Suelo;5;61;20;R;E;0,05;1
8018;37;MuyInclinado;0;37;20;P;E;0,6;1
8019;23;PocoInclinado;0;16;20;R;E;0,57;1
8020;48;PocoInclinado;24;66;30;R;E;0,11;1
8021;70;PocoInclinado;30;493;10;R;S;0,12;0
8022;24;PocoInclinado;0;45;30;R;E;0,22;1
8023;30;Plano;2;18;30;R;E;0,2;0
8024;25;PocoInclinado;0;30;10;R;E;0,21;1
8025;27;PocoInclinado;1;38;30;R;E;0,3;1
8026;27;PocoInclinado;3;41;40;R;E;0,16;0
8027;30;PocoInclinado;4;28;30;R;O;0,31;1
8028;47;PocoInclinado;3;69;20;R;E;0,13;1
8029;25;PocoInclinado;1;27;40;P;E;0,67;1
8030;30;PocoInclinado;6;58;20;R;N;0,23;1
8031;41;Suelo;6;190;30;R;E;0,03;1
8032;23;PocoInclinado;2;39;10;P;O;0,59;1
8033;50;PocoInclinado;27;181;30;R;O;0,04;1
8034;30;MuyInclinado;6;32;30;R;E;0,06;1
8035;27;PocoInclinado;3;43;20;R;E;0,15;1
8036;42;PocoInclinado;9;49;30;R;O;0,22;0
8037;55;PocoInclinado;34;150;10;R;E;0,17;1
8038;53;PocoInclinado;26;249;10;R;S;0,08;1
8039;49;PocoInclinado;18;182;40;R;E;0,07;1
8040;23;MuyInclinado;4;22;30;R;E;0,21;1
8041;22;PocoInclinado;0;21;20;P;E;0,68;1
8042;18;MuyInclinado;0;30;30;R;E;0,16;1
8043;29;MuyInclinado;0;21;20;P;E;0,71;0
8044;25;PocoInclinado;1;66;20;R;E;0,11;0
8045;29;PocoInclinado;1;26;30;R;E;0,32;0
8046;25;Suelo;0;32;20;P;O;0,6;0
8047;24;PocoInclinado;0;21;20;P;E;0,63;0
8048;46;Plano;11;61;40;P;S;0,27;1
8049;28;MuyInclinado;3;20;30;R;E;0,54;1
8050;22;PocoInclinado;0;14;40;R;E;0,2;1
8051;31;PocoInclinado;0;41;30;R;O;0,13;1
8052;23;MuyInclinado;1;30;20;P;O;0,93;0
8053;18;MuyInclinado;0;28;40;R;E;0,11;0
8054;38;PocoInclinado;8;35;10;P;S;1,02;1
8055;38;PocoInclinado;13;204;20;P;S;0,29;0
8056;18;MuyInclinado;0;25;20;R;E;0,14;1
8057;18;MuyInclinado;0;23;30;P;E;0,61;0
8058;32;PocoInclinado;2;55;20;P;O;0,3;0
8059;53;MuyInclinado;4;35;20;R;E;0,06;1
8060;22;PocoInclinado;1;17;20;P;N;1,75;0
8061;29;PocoInclinado;0;37;10;R;E;0,25;1
8062;70;Plano;6;22;30;P;E;1,1;1
8063;28;MuyInclinado;7;88;40;P;N;0,23;1
8064;25;Plano;9;25;30;P;E;1,17;0
8065;25;PocoInclinado;1;27;40;P;E;0,67;1
8066;21;MuyInclinado;1;40;10;R;O;0,27;0
8067;20;MuyInclinado;0;38;30;R;E;0,27;1
8068;43;PocoInclinado;9;57;40;R;O;0,12;1
8069;29;MuyInclinado;3;42;30;R;O;0,31;1
8070;39;PocoInclinado;4;78;40;P;S;0,32;0
8071;32;PocoInclinado;4;37;30;R;E;0,15;0
8072;26;PocoInclinado;3;18;20;P;E;0,85;0
8073;23;PocoInclinado;0;36;40;P;S;0,91;0
8074;26;PocoInclinado;0;31;10;R;E;0,13;0
8075;28;PocoInclinado;4;23;30;R;E;0,26;0
8076;20;PocoInclinado;0;23;20;R;E;0,05;1
8077;29;PocoInclinado;1;34;20;P;E;0,61;0
8078;28;PocoInclinado;2;22;30;R;E;0,34;0
8079;36;PocoInclinado;8;100;40;P;S;0,4;0
8080;23;PocoInclinado;0;57;40;P;N;0,49;0
8081;25;PocoInclinado;2;19;10;R;E;0,21;1
8082;31;PocoInclinado;7;30;20;R;E;0,08;1
8083;25;PocoInclinado;1;35;20;R;E;0,05;0
8084;38;PocoInclinado;15;136;40;P;S;0,35;0
8085;31;MuyInclinado;2;45;20;R;E;0,1;1
8086;20;PocoInclinado;0;32;20;R;O;0,35;1
8087;42;PocoInclinado;17;54;10;P;E;0,29;1
8088;18;MuyInclinado;0;31;40;R;E;0,38;0
8089;30;PocoInclinado;7;60;40;P;S;0,58;0
8090;29;PocoInclinado;3;74;20;R;E;0,08;1
8091;35;MuyInclinado;14;62;20;R;E;0,21;1
8092;39;Suelo;1;185;20;R;S;0,11;0
8093;18;MuyInclinado;0;36;40;R;O;0,23;0
8094;43;Plano;4;26;10;P;O;0,63;1
8095;46;PocoInclinado;20;122;20;R;N;0,12;1
8096;40;Plano;17;72;20;R;E;0,17;1
8097;41;MuyInclinado;4;56;10;R;N;0,2;1
8098;29;PocoInclinado;0;37;20;R;E;0,25;1
8099;19;MuyInclinado;0;16;20;R;E;0,48;1
8100;62;MuyInclinado;4;38;30;P;E;0,41;1
8101;31;MuyInclinado;10;41;10;P;E;0,62;1
8102;59;Plano;34;154;40;R;S;0,14;1
8103;45;PocoInclinado;7;42;10;P;S;1,24;0
8104;27;MuyInclinado;8;29;40;R;E;0,29;1
8105;20;MuyInclinado;0;27;10;P;E;0,48;0
8106;28;Plano;2;24;30;R;E;0,05;1
8107;35;Plano;16;93;20;R;N;0,1;1
8108;52;PocoInclinado;28;108;20;R;N;0,08;1
8109;47;PocoInclinado;8;43;30;R;E;0,2;1
8110;42;MuyInclinado;20;117;40;P;S;0,43;0
8111;48;MuyInclinado;7;80;10;R;E;0,08;1
8112;23;Plano;3;41;10;R;E;0,19;1
8113;20;Plano;0;18;20;R;E;0,62;1
8114;51;PocoInclinado;20;512;40;R;S;0,08;1
8115;28;MuyInclinado;3;20;30;R;E;0,54;1
8116;19;MuyInclinado;0;43;40;P;S;0,71;0
8117;47;PocoInclinado;3;69;20;R;E;0,13;1
8118;20;PocoInclinado;0;21;20;R;E;0,07;0
8119;24;PocoInclinado;0;45;30;R;E;0,18;0
8120;20;PocoInclinado;0;77;10;R;S;0,22;0
8121;19;MuyInclinado;0;22;20;R;E;0,1;1
8122;26;PocoInclinado;1;39;10;R;E;0,07;1
8123;30;PocoInclinado;4;30;30;R;E;0,4;1
8124;52;PocoInclinado;23;153;20;R;N;0,07;1
8125;35;Plano;2;38;40;P;O;0,4;0
8126;18;MuyInclinado;0;30;40;R;E;0,39;0
8127;25;MuyInclinado;6;29;30;R;E;0,26;1
8128;20;Plano;2;20;20;P;O;1,13;0
8129;41;MuyInclinado;13;50;30;P;S;0,43;0
8130;42;Suelo;12;34;30;R;E;0,24;1
8131;28;PocoInclinado;3;35;20;R;E;0,2;1
8132;39;MuyInclinado;1;27;10;R;E;0,07;1
8133;22;Plano;1;24;30;P;O;1,03;0
8134;26;PocoInclinado;0;31;20;R;E;0,13;0
8135;35;Plano;5;40;30;P;E;0,37;0
8136;34;PocoInclinado;8;83;20;P;O;0,24;1
8137;18;MuyInclinado;0;19;30;R;E;0,4;0
8138;25;PocoInclinado;0;52;40;R;E;0,14;0
8139;25;PocoInclinado;4;41;10;P;N;0,63;1
8140;20;MuyInclinado;0;28;30;P;S;0,82;0
8141;25;Plano;4;31;20;R;E;0,13;1
8142;19;MuyInclinado;0;28;40;R;E;0,42;0
8143;47;MuyInclinado;28;189;20;R;S;0,05;1
8144;36;MuyInclinado;3;28;30;R;E;0,22;1
8145;27;MuyInclinado;6;20;20;P;O;0,79;1
8146;18;MuyInclinado;0;18;30;P;O;0,66;0
8147;48;Plano;0;28;20;R;E;0,12;1
8148;24;PocoInclinado;0;45;30;R;E;0,18;0
8149;34;PocoInclinado;8;83;30;P;O;0,24;1
8150;26;PocoInclinado;0;36;30;P;S;0,68;0
8151;24;PocoInclinado;0;25;20;R;E;0,29;0
8152;46;PocoInclinado;2;56;30;R;E;0,06;1
8153;19;MuyInclinado;0;43;10;P;S;0,71;0
8154;35;PocoInclinado;11;59;40;R;E;0,04;1
8155;23;PocoInclinado;1;42;20;R;E;0,04;1
8156;44;PocoInclinado;0;167;30;P;S;0,17;0
8157;26;MuyInclinado;2;30;20;P;S;1,76;0
8158;27;PocoInclinado;0;28;30;R;E;0,22;1
8159;21;PocoInclinado;0;26;30;R;E;0,33;0
8160;68;MuyInclinado;11;84;20;R;O;0,13;1
8161;79;Plano;63;497;20;R;S;0,1;1
8162;19;MuyInclinado;0;20;20;R;E;0,07;1
8163;19;MuyInclinado;0;19;20;R;E;0,34;0
8164;46;Plano;11;61;20;P;S;0,27;1
8165;27;PocoInclinado;1;47;20;R;E;0,13;1
8166;23;PocoInclinado;0;28;40;R;E;0,14;1
8167;42;PocoInclinado;12;15;30;P;E;1,1;1
8168;29;PocoInclinado;1;38;10;R;E;0,16;0
8169;51;PocoInclinado;10;57;40;P;S;0,54;1
8170;27;MuyInclinado;3;28;40;R;E;0,19;1
8171;24;Plano;4;24;20;P;O;0,93;0
8172;36;Suelo;7;124;30;R;E;0,03;1
8173;27;MuyInclinado;4;34;30;P;E;0,6;1
8174;30;Plano;13;38;20;R;E;0,17;1
8175;30;PocoInclinado;1;16;20;R;O;0,62;0
8176;18;MuyInclinado;0;25;10;R;E;0,31;0
8177;73;MuyInclinado;2;39;10;P;N;0,69;0
8178;21;PocoInclinado;0;26;30;R;E;0,33;0
8179;49;PocoInclinado;9;64;30;R;E;0,16;1
8180;49;PocoInclinado;3;28;30;R;E;0,32;1
8181;19;MuyInclinado;0;21;40;R;E;0,47;1
8182;29;PocoInclinado;7;57;40;R;O;0,12;1
8183;51;Plano;23;47;20;R;E;0,07;1
8184;33;MuyInclinado;4;79;30;P;S;0,29;0
8185;24;PocoInclinado;1;36;20;P;O;0,49;0
8186;29;Suelo;3;26;20;R;E;0,38;1
8187;21;Plano;4;44;10;R;E;0,21;0
8188;37;Plano;9;33;20;R;E;0,05;1
8189;37;PocoInclinado;0;35;20;P;O;0,42;1
8190;18;MuyInclinado;0;36;20;R;O;0,23;0
8191;63;MuyInclinado;29;208;30;P;S;0,25;0
8192;21;MuyInclinado;0;30;30;R;E;0,19;1
8193;40;PocoInclinado;15;53;30;P;O;0,68;0
8194;37;PocoInclinado;12;121;10;P;S;0,25;1
8195;25;MuyInclinado;2;24;30;R;E;0,16;1
8196;23;PocoInclinado;0;18;20;R;E;0,26;1
8197;25;PocoInclinado;3;27;20;P;O;0,8;1
8198;24;PocoInclinado;0;63;20;P;S;0,7;0
8199;42;PocoInclinado;12;15;40;P;E;1,1;1
8200;39;PocoInclinado;4;75;30;R;N;0,13;1
8201;31;PocoInclinado;2;45;40;P;O;0,42;0
8202;18;MuyInclinado;0;26;30;R;E;0,35;1
8203;18;MuyInclinado;0;28;20;R;O;0,45;1
8204;36;Suelo;7;67;40;R;S;0,2;1
8205;40;MuyInclinado;20;117;30;P;S;0,22;1
8206;25;MuyInclinado;2;24;30;R;O;0,35;1
8207;37;PocoInclinado;3;36;20;R;E;0,25;1
8208;46;Suelo;11;136;40;R;S;0,09;0
8209;30;PocoInclinado;2;27;20;P;E;0,5;1
8210;21;Plano;4;15;30;R;E;0,56;1
8211;25;MuyInclinado;7;27;30;R;E;0,36;1
8212;59;PocoInclinado;19;174;10;P;S;0,44;0
8213;20;PocoInclinado;0;22;10;R;E;0,23;0
8214;26;PocoInclinado;0;43;20;R;E;0,33;0
8215;41;MuyInclinado;4;56;20;R;N;0,2;1
8216;31;MuyInclinado;2;42;20;P;E;0,35;0
8217;46;PocoInclinado;13;45;10;P;S;0,72;0
8218;46;Plano;6;37;30;P;N;1,17;0
8219;29;MuyInclinado;0;28;30;R;E;0,22;0
8220;20;MuyInclinado;0;19;30;R;E;0,37;0
8221;19;Plano;1;16;40;R;E;0,25;0
8222;51;MuyInclinado;28;134;40;R;O;0,07;1
8223;18;MuyInclinado;0;20;40;P;E;0,87;1
8224;48;MuyInclinado;7;80;40;R;E;0,08;1
8225;39;PocoInclinado;4;84;20;R;E;0,07;1
8226;24;PocoInclinado;0;38;40;R;E;0,06;1
8227;23;MuyInclinado;2;35;30;R;E;0,22;1
8228;46;Plano;2;38;30;R;E;0,3;0
8229;19;MuyInclinado;0;15;20;R;E;0,73;0
8230;23;Plano;1;19;30;R;E;0,45;1
8231;63;Plano;22;61;10;P;O;0,36;1
8232;41;MuyInclinado;17;68;10;R;S;0,24;1
8233;60;PocoInclinado;22;60;20;P;S;0,59;1
8234;28;Suelo;0;50;40;R;E;0,26;1
8235;20;PocoInclinado;0;35;10;R;E;0,22;1
8236;24;PocoInclinado;0;38;30;R;E;0,06;1
8237;38;PocoInclinado;4;61;40;R;E;0,07;1
8238;35;MuyInclinado;14;62;10;R;E;0,21;1
8239;40;PocoInclinado;4;54;10;R;O;0,13;1
8240;35;Plano;5;40;30;P;E;0,37;0
8241;18;MuyInclinado;0;35;30;P;O;0,48;1
8242;37;Plano;0;36;20;P;O;0,61;0
8243;29;PocoInclinado;5;37;10;R;E;0,16;1
8244;36;MuyInclinado;4;34;30;P;O;0,66;0
8245;23;PocoInclinado;0;42;10;R;O;0,23;1
8246;26;Plano;2;23;20;R;E;0,13;1
